Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Category,Sub_Category,Product,Quantity,Unit_Price,Discount,Payment_Mode,Sales,Cost,Profit
ORD104394,2025-09-21,CUST12280,Zoya Shah,Male,18.0,Nagpur,Maharashtra,West,Clothing,Men,Formal Shirt,2,1299,0.1,UPI,2338.2,1300,1038.2
ORD111330,2025-03-01,CUST14492,Simran Mishra,Male,27.0,Jaipur,Rajasthan,North,Clothing,Men,Jeans,1,1999,0.0,Net Banking,1999.0,1050,949.0
ORD114966,2025-01-14,CUST11479,Akash Jadhav,Male,27.0,Amravati,Maharashtra,West,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.15,UPI,1274.15,850,424.15
ORD128104,2025-12-15,CUST15963,Aisha Jadhav,Male,25.0,Jaipur,Rajasthan,North,Sports,Outdoor,Cricket Bat,1,2999,0.15,UPI,2549.15,1700,849.15
ORD117565,2024-11-19,CUST15708,Pooja Das,Female,32.0,Lucknow,Uttar Pradesh,North,Grocery,Beverages,Coffee 500g,2,499,0.0,UPI,998.0,580,418.0
ORD103567,2025-12-05,CUST14892,Aisha Singh,Female,24.0,Pune,Maharashtra,West,electronics,Men,Jeans,2,1999,0.1,UPI,3598.2,2100,1498.2
ORD119505,2024-05-02,CUST11862,Zoya Pawar,Male,40.0,Jaipur,Rajasthan,North,Clothing,Men,Formal Shirt,1,1299,0.0,UPI,1299.0,650,649.0
ORD107433,2024-07-22,CUST13924,Isha Chavan,Female,41.0,Patna,Bihar,East,Beauty,Hair Care,Shampoo,1,499,0.0,Cash,499.0,240,259.0
ORD119911,2025-06-27,CUST15900,Varun Patil,Female,40.0,Kochi,Kerala,South,Beauty,Hair Care,Hair Dryer,1,1899,0.1,UPI,1709.1,1050,659.1
ORD121746,2025-01-12,CUST14206,Sahil Nair,Male,33.0,Pune,Maharashtra,West,Grocery,Staples,Basmati Rice 5kg,1,699,0.0,Credit Card,699.0,520,179.0
ORD111317,2024-07-14,CUST15451,Aditya Sharma,Male,40.0,Patna,Bihar,East,Electronics,Accessories,Wireless Mouse,1,799,0.15,Wallet,679.15,420,259.15
ORD105494,2024-04-16,CUST14314,Zoya Das,Male,19.0,Mumbai,Maharashtra,West,Grocery,Beverages,Coffee 500g,2,499,0.15,Wallet,848.3,580,268.3
ORD127430,2025-02-07,CUST12957,Vikram Verma,Female,47.0,Mysuru,Karnataka,South,Electronics,Laptops,HP 15s Laptop,4,54999,0.25,UPI,164997.0,172000,-7003.0
ORD117357,2025-02-26,CUST10880,Riya Mehta,Female,33.0,Amravati,Maharashtra,West,Clothing,Women,Saree,2,2499,0.0,UPI,4998.0,2600,2398.0
ORD104299,2025-05-01,CUST11714,Priya Mishra,Female,23.0,Bhubaneswar,Odisha,East,electronics,Skincare,Face Wash,2,399,0.05,Net Banking,758.1,360,398.1
ORD119726,2025-01-11,CUST11660,Isha Sharma,Female,33.0,Delhi,Delhi,North,Home & Kitchen,Kitchen,Mixer Grinder,5,3499,0.25,Cash,13121.25,11000,2121.25
ORD105872,2025-12-14,CUST14113,Simran Nair,Male,24.0,Chennai,Tamil Nadu,South,Grocery,Staples,Wheat Flour 5kg,1,299,0.25,Credit Card,224.25,220,4.25
ORD104838,2025-09-26,CUST13369,Nikhil Gawande,Female,39.0,Surat,Gujarat,West,Grocery,Staples,Wheat Flour 5kg,1,299,0.2,Debit Card,239.2,220,19.2
ORD107598,2025-01-13,CUST15358,Kavya Deshmukh,Male,40.0,Surat,Gujarat,West,Grocery,Staples,Basmati Rice 5kg,1,699,0.05,Wallet,664.05,520,144.05
ORD127124,2024-11-04,CUST14294,Zoya Mehta,Male,29.0,Delhi,Delhi,North,Beauty,Hair Care,Hair Dryer,1,1899,0.15,Net Banking,1614.15,1050,564.15
ORD101789,2024-08-01,CUST14805,Priya Das,Male,29.0,Aurangabad,Maharashtra,West,Sports,Outdoor,Football,1,999,,UPI,899.1,480,419.1
ORD124092,2025-10-16,CUST12325,Karan Singh,Male,41.0,Jaipur,Rajasthan,North,Sports,Fitness,Dumbbell Set,4,2499,0.15,Credit Card,8496.6,5800,2696.6
ORD113739,2025-09-23,CUST11172,Riya Iyer,Male,29.0,Ahmedabad,Gujarat,West,Beauty,Skincare,Face Wash,4,399,0.0,Wallet,1596.0,720,876.0
ORD113662,2025-09-11,CUST12115,Kavya Sharma,Male,30.0,Delhi,Delhi,North,Grocery,Staples,Basmati Rice 5kg,1,699,0.1,UPI,629.1,520,109.1
ORD107195,2025-08-02,CUST12741,Aisha Patil,Female,40.0,Chandigarh,Chandigarh,North,Grocery,Beverages,Coffee 500g,1,499,0.0,upi,499.0,290,209.0
ORD119960,2024-10-03,CUST15046,Ananya Pawar,Male,28.0,Bhubaneswar,Odisha,East,Beauty,Hair Care,Shampoo,1,499,0.1,Debit Card,449.1,240,209.1
ORD114746,2024-08-31,CUST10622,Varun Jadhav,Female,44.0,Kochi,Kerala,South,Beauty,Skincare,Face Wash,5,399,0.15,UPI,1695.75,900,795.75
ORD107464,2024-01-31,CUST13252,Rahul Mehta,Female,18.0,Surat,Gujarat,West,Home & Kitchen,Appliances,Ceiling Fan,4,2899,0.2,UPI,9276.8,7400,1876.8
ORD119209,2025-02-21,CUST16397,Pooja Nair,Male,21.0,Ahmedabad,Gujarat,West,Clothing,Footwear,Casual Sneakers,3,2199,0.0,UPI,6597.0,3600,2997.0
ORD109230,2024-02-04,CUST15698,Rohan Chavan,Female,30.0,Chandigarh,Chandigarh,North,Electronics,Accessories,Wireless Mouse,1,799,0.1,Credit Card,719.1,420,299.1
ORD125714,2025-07-30,CUST12542,Aarav Deshmukh,Male,35.0,Pune,Maharashtra,West,Beauty,Skincare,Moisturizer,5,699,0.0,Debit Card,3495.0,1600,1895.0
ORD106330,2024-07-14,CUST14329,Neha Das,Male,28.0,Ahmedabad,Gujarat,West,Sports,Outdoor,Football,3,999,0.15,Net Banking,2547.45,1440,1107.45
ORD100010,2025-09-30,CUST10708,Rohan Nair,Female,25.0,Kochi,Kerala,South,Electronics,Accessories,USB-C Hub,2,1899,0.05,UPI,3608.1,2100,1508.1
ORD110839,2024-01-18,CUST16420,Sneha Reddy,Female,33.0,Ahmedabad,Gujarat,West,Home & Kitchen,Appliances,LED TV 43 inch,2,32999,0.2,Credit Card,52798.4,51000,1798.4
ORD105868,2024-12-25,CUST14786,Varun Mishra,Female,28.0,Chennai,Tamil Nadu,South,Grocery,Beverages,Green Tea,4,349,0.25,UPI,1047.0,760,287.0
ORD108855,2024-08-29,CUST10840,Sahil Kulkarni,Male,33.0,Lucknow,Uttar Pradesh,North,Grocery,Beverages,Green Tea,4,349,0.0,UPI,1396.0,760,636.0
ORD117810,2024-01-28,CUST14159,Vikram Jadhav,Female,30.0,Bengaluru,Karnataka,South,Sports,Fitness,Yoga Mat,4,899,0.0,Credit Card,3596.0,1680,1916.0
ORD127085,2025-09-04,CUST16424,Nikhil Nair,Male,31.0,Aurangabad,Maharashtra,West,Grocery,Beverages,Coffee 500g,2,499,0.05,Cash,948.1,580,368.1
ORD111457,2024-06-28,CUST11129,Meera Reddy,Male,42.0,Chandigarh,Chandigarh,North,Grocery,Staples,Basmati Rice 5kg,1,699,0.2,UPI,559.2,520,39.2
ORD126985,2024-03-09,CUST10232,Yash Deshmukh,Male,,Mysuru,Karnataka,South,Beauty,Skincare,Moisturizer,5,699,0.0,Cash,3495.0,1600,1895.0
ORD117164,2024-11-27,CUST13566,Karan Das,Male,21.0,Kochi,Kerala,South,Grocery,Snacks,Dry Fruits 500g,1,799,0.05,Credit Card,759.05,520,239.05
ORD122583,2024-09-04,CUST10112,Vikram Gupta,Male,26.0,Mysuru,Karnataka,South,Electronics,Mobiles,OnePlus Nord CE,2,24999,0.05,UPI,47498.1,35600,11898.1
ORD124159,2024-06-01,CUST10794,Raj Patil,Female,18.0,Mumbai,Maharashtra,West,Home & Kitchen,Kitchen,Air Fryer,2,6999,0.2,Credit Card,11198.4,9300,1898.4
ORD115462,2024-02-18,CUST12732,Vikram Singh,Female,40.0,Kochi,Kerala,South,Clothing,Footwear,Casual Sneakers,1,2199,0.15,UPI,1869.15,1200,669.15
ORD110585,2025-10-25,CUST13577,Amit Das,Female,27.0,Hyderabad,Telangana,South,Beauty,Skincare,Face Wash,1,399,0.0,Cash,399.0,180,219.0
ORD119168,2025-01-17,CUST11496,Pooja Shah,Male,22.0,Chandigarh,Chandigarh,North,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.1,Debit Card,1349.1,850,499.1
ORD121166,2024-10-02,CUST12722,Sahil Das,Male,32.0,Chandigarh,Chandigarh,North,Beauty,Skincare,Face Wash,2,399,0.05,Debit Card,758.1,360,398.1
ORD108515,2025-01-16,CUST16101,Rahul Mehta,Male,,Kochi,Kerala,South,Clothing,Men,Formal Shirt,4,1299,0.1,UPI,4676.4,2600,2076.4
ORD101344,2024-12-16,CUST10307,Zoya Joshi,Male,46.0,Delhi,Delhi,North,Electronics,Accessories,Mechanical Keyboard,1,2499,0.0,UPI,2499.0,1450,1049.0
ORD100372,2024-09-15,CUST16113,Priya Singh,Female,35.0,Bengaluru,Karnataka,South,Electronics,Mobiles,Samsung Galaxy A15,3,17999,0.05,Credit Card,51297.15,37500,13797.15
ORD115806,2024-10-11,CUST14840,Raj Verma,Male,27.0,Kochi,Kerala,South,Home & Kitchen,Furniture,Study Table,1,5999,0.05,Debit Card,5699.05,3900,1799.05
ORD100909,2024-12-01,CUST10729,Aisha Jadhav,Male,18.0,Bengaluru,Karnataka,South,Beauty,Hair Care,Hair Dryer,5,1899,0.1,UPI,8545.5,5250,3295.5
ORD114915,2025-02-06,CUST13226,Meera Das,Female,35.0,Chennai,Tamil Nadu,South,Home & Kitchen,Furniture,Office Chair,1,8999,0.2,UPI,7199.2,6100,1099.2
ORD120962,2025-02-17,CUST13444,Simran Joshi,Female,52.0,Chennai,Tamil Nadu,South,Electronics,Audio,Boat Airdopes,1,1499,0.05,UPI,1424.05,820,604.05
ORD116880,2025-11-13,CUST11115,Karan Pawar,Male,38.0,Hyderabad,Telangana,South,Electronics,Mobiles,Samsung Galaxy A15,1,17999,0.1,UPI,16199.1,12500,3699.1
ORD123775,2025-10-06,CUST16256,Rohan Chavan,Male,18.0,Chandigarh,Chandigarh,North,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.0,Cash,1499.0,850,649.0
ORD122332,2025-12-30,CUST13841,Kavya Reddy,Female,22.0,Nashik,Maharashtra,West,Electronics,Accessories,USB-C Hub,4,1899,0.1,UPI,6836.4,4200,2636.4
ORD117690,2024-10-15,CUST12381,Aisha Das,Male,24.0,Bhubaneswar,Odisha,East,Clothing,Women,Kurti,1,1499,0.0,UPI,1499.0,720,779.0
ORD116210,2025-02-11,CUST13529,Neha Das,Male,38.0,Kochi,Kerala,South,Beauty,Hair Care,Hair Dryer,1,1899,0.05,Credit Card,1804.05,1050,754.05
ORD111662,2025-06-06,CUST13694,Meera Kulkarni,Female,18.0,Bhubaneswar,Odisha,East,Home & Kitchen,Kitchen,Electric Kettle,2,1499,0.1,UPI,2698.2,1700,998.2
ORD119544,2025-07-19,CUST10700,Aarav Singh,Male,25.0,Surat,Gujarat,West,Electronics,Mobiles,OnePlus Nord CE,2,24999,0.1,Net Banking,44998.2,35600,9398.2
ORD111415,2025-04-23,CUST12672,Riya Deshmukh,Male,32.0,Bhubaneswar,Odisha,East,Home & Kitchen,Kitchen,Air Fryer,1,6999,0.2,UPI,5599.2,4650,949.2
ORD101244,2025-10-31,CUST10301,Sneha Nair,Male,29.0,Surat,Gujarat,West,Home & Kitchen,Kitchen,Electric Kettle,1,1499,0.1,Wallet,1349.1,850,499.1
ORD101195,2024-06-18,CUST16339,Pooja Verma,Male,32.0,Chennai,Tamil Nadu,South,Home & Kitchen,Kitchen,Air Fryer,3,6999,0.05,Wallet,19947.15,13950,5997.15
ORD102990,18-Jun-2025,CUST10879,Kavya Shah,Female,31.0,Mumbai,Maharashtra,West,Electronics,Accessories,Wireless Mouse,2,799,0.05,Credit Card,1518.1,840,678.1
ORD117807,2024-10-22,CUST14641,Riya Gupta,Female,41.0,Ahmedabad,Gujarat,West,Beauty,Hair Care,Shampoo,4,499,0.2,UPI,1596.8,960,636.8
ORD115704,2025-01-05,CUST15975,Arjun Pawar,Female,22.0,Chandigarh,Chandigarh,North,Clothing,Footwear,Running Shoes,4,2999,0.25,Credit Card,8997.0,6600,2397.0
ORD120416,2025-02-21,CUST10796,Yash Kumar,Male,28.0,Kolkata,West Bengal,East,Clothing,Men,Formal Shirt,4,1299,0.1,UPI,4676.4,2600,2076.4
ORD100256,2025-07-20,CUST15491,Rahul Kumar,Male,31.0,Patna,Bihar,East,Home & Kitchen,Furniture,Study Table,2,5999,0.2,Credit Card,9598.4,7800,1798.4
ORD116365,2025-03-15,CUST13205,Rahul Chavan,Male,25.0,Pune,Maharashtra,West,Grocery,Beverages,Green Tea,2,349,0.1,Credit Card,628.2,380,248.2
ORD108205,2024-07-12,CUST15012,Sneha Kulkarni,Male,43.0,Bengaluru,Karnataka,South,Grocery,Staples,Basmati Rice 5kg,2,699,0.15,Credit Card,1188.3,1040,148.3
ORD128458,2025-10-20,CUST13102,Diya Verma,Female,30.0,Chennai,Tamil Nadu,South,Electronics,Accessories,Wireless Mouse,2,799,0.1,Credit Card,1438.2,840,598.2
ORD114769,2025-07-01,CUST11821,Yash Chavan,Female,41.0,Bengaluru,Karnataka,South,Clothing,Men,Jeans,1,1999,0.0,UPI,1999.0,1050,949.0
ORD120401,2025-05-03,CUST11740,Nikhil Nair,Male,31.0,Chandigarh,Chandigarh,North,Home & Kitchen,Furniture,Office Chair,1,8999,0.0,UPI,8999.0,6100,2899.0
ORD124100,2025-06-22,CUST11765,Arjun Gawande,Male,29.0,Mumbai,Maharashtra,West,Electronics,Accessories,Mechanical Keyboard,4,2499,0.0,UPI,9996.0,5800,4196.0
ORD128186,2024-01-01,CUST12275,Rahul Mishra,Male,44.0,Bhubaneswar,Odisha,East,Home & Kitchen,Kitchen,Air Fryer,1,6999,0.05,UPI,6649.05,4650,1999.05
ORD127521,2024-08-10,CUST11923,Sahil Jadhav,Male,43.0,Aurangabad,Maharashtra,West,Sports,Fitness,Dumbbell Set,1,2499,0.2,Credit Card,1999.2,1450,549.2
ORD117616,2024-10-23,CUST13267,Priya Verma,Female,32.0,Bengaluru,Karnataka,South,Beauty,Skincare,Moisturizer,2,699,0.05,Debit Card,1328.1,640,688.1
ORD121334,2025-12-01,CUST16387,Rahul Singh,Female,20.0,Nagpur,Maharashtra,West,Sports,Fitness,Yoga Mat,1,899,0.0,Credit Card,899.0,420,479.0
ORD104784,2024-09-13,CUST12009,Isha Verma,Male,23.0,Lucknow,Uttar Pradesh,North,Beauty,Hair Care,Shampoo,2,499,0.05,UPI,948.1,480,468.1
ORD113663,2025-06-27,CUST11130,Aarav Pawar,Female,27.0,Surat,Gujarat,West,Home & Kitchen,Appliances,LED TV 43 inch,2,32999,0.05,UPI,62698.1,51000,11698.1
ORD107522,2025-11-15,CUST11354,Vikram Kumar,Male,19.0,Ahmedabad,Gujarat,West,Electronics,Laptops,Lenovo IdeaPad Slim,1,58999,0.15,Net Banking,50149.15,45500,4649.15
ORD109304,2025-06-05,CUST12477,Zoya Gawande,Male,37.0,Aurangabad,Maharashtra,West,Home & Kitchen,Kitchen,Air Fryer,4,6999,0.1,Wallet,25196.4,18600,6596.4
ORD115870,2025-10-14,CUST12501,Arjun Sharma,Male,26.0,Nagpur,Maharashtra,West,Grocery,Snacks,Dry Fruits 500g,4,799,0.15,Debit Card,2716.6,2080,636.6
ORD119573,2024-11-14,CUST11673,Riya Nair,Male,30.0,Nagpur,Maharashtra,West,Clothing,Men,Formal Shirt,2,1299,0.05,Net Banking,2468.1,1300,1168.1
ORD122557,2025-05-07,CUST15736,Priya Pawar,Female,18.0,Bengaluru,Karnataka,South,Electronics,Laptops,HP 15s Laptop,2,54999,0.2,UPI,87998.4,86000,1998.4
ORD105912,2025-11-02,CUST10702,Karan Kumar,Female,37.0,Delhi,Delhi,North,Clothing,Footwear,Running Shoes,3,2999,0.05,Debit Card,8547.15,4950,3597.15
ORD127168,2025-04-05,CUST14387,Rahul Kumar,Female,37.0,Nashik,Maharashtra,West,Electronics,Accessories,Wireless Mouse,4,799,0.1,Debit Card,2876.4,1680,1196.4
ORD113886,2025-12-25,CUST12077,Sahil Pawar,Male,31.0, NAGPUR,Maharashtra,West,Electronics,Mobiles,OnePlus Nord CE,2,24999,0.05,UPI,47498.1,35600,11898.1
ORD121002,2025-12-15,CUST12022,Zoya Gawande,Male,20.0,Surat,Gujarat,West,Electronics,Laptops,Lenovo IdeaPad Slim,5,58999,0.15,Debit Card,250745.75,227500,23245.75
ORD121238,2025-03-05,CUST10286,Varun Deshmukh,Male,26.0,Mysuru,Karnataka,South,Clothing,Footwear,Casual Sneakers,2,2199,0.2,UPI,3518.4,2400,1118.4
ORD119979,2025-11-09,CUST16114,Arjun Pawar,Male,21.0,Nagpur,Maharashtra,West,Home & Kitchen,Furniture,Office Chair,4,8999,0.25,UPI,26997.0,24400,2597.0
ORD116330,2024-02-19,CUST12687,Neha Gupta,Male,24.0,Chandigarh,Chandigarh,North,Beauty,Skincare,Face Wash,3,399,0.25,Cash,897.75,540,357.75
ORD122701,2025-11-15,CUST12769,Aditya Das,Female,34.0,Lucknow,Uttar Pradesh,North,Clothing,Men,Formal Shirt,3,1299,0.05,UPI,3702.15,1950,1752.15
ORD122208,2024-01-12,CUST12766,Rohan Chavan,Male,23.0,Kolkata,West Bengal,East,Grocery,Staples,Wheat Flour 5kg,1,299,0.0,UPI,299.0,220,79.0
ORD101379,2024-09-05,CUST14315,Isha Sharma,Female,34.0,Mysuru,Karnataka,South,Beauty,Skincare,Moisturizer,2,699,0.2,UPI,1118.4,640,478.4
ORD107689,2025-10-17,CUST13146,Nikhil Shah,Male,38.0,Amravati,Maharashtra,West,Home & Kitchen,Furniture,Office Chair,3,8999,0.0,Net Banking,26997.0,18300,8697.0
ORD103688,2025-12-15,CUST12206,Amit Mehta,Male,26.0,Chennai,Tamil Nadu,South,Clothing,Women,Saree,1,2499,0.05,UPI,2374.05,1300,1074.05
ORD120154,2024-07-27,CUST13935,Rohan Jadhav,Female,18.0,Nashik,Maharashtra,West,Grocery,Beverages,Coffee 500g,2,499,0.0,Debit Card,998.0,580,418.0
ORD128630,2025-04-20,CUST11224,Zoya Shah,Female,25.0,Jaipur,Rajasthan,North,Beauty,Skincare,Face Wash,1,399,0.2,Net Banking,319.2,180,139.2
ORD115659,2024-09-19,CUST11163,Yash Das,Male,37.0,Patna,Bihar,East,Electronics,Accessories,USB-C Hub,4,1899,0.15,Net Banking,6456.6,4200,2256.6
ORD103790,2025-04-16,CUST15948,Riya Reddy,Female,24.0,Lucknow,Uttar Pradesh,North,Electronics,Mobiles,Samsung Galaxy A15,2,17999,0.0,Debit Card,35998.0,25000,10998.0
ORD108812,2025-12-11,CUST15224,Pooja Gawande,Female,,Kochi,Kerala,South,Beauty,Hair Care,Hair Dryer,3,1899,0.05,Debit Card,5412.15,3150,2262.15
ORD116182,2025-08-30,CUST12660,Zoya Gupta,Female,35.0,mumbai,Odisha,East,Home & Kitchen,Appliances,LED TV 43 inch,2,32999,0.2,Debit Card,52798.4,51000,1798.4
ORD100652,2025-03-09,CUST14380,Diya Sharma,Male,31.0,Kochi,Kerala,South,Beauty,Hair Care,Hair Dryer,1,1899,0.2,Credit Card,1519.2,1050,469.2
ORD129010,2025-02-08,CUST11986,Priya Chavan,Female,30.0,Bhubaneswar,Odisha,East,Home & Kitchen,Kitchen,Electric Kettle,2,1499,0.0,UPI,2998.0,1700,1298.0
ORD111665,2025-09-14,CUST13472,Rahul Deshmukh,Female,27.0,Nashik,Maharashtra,West,Beauty,Hair Care,Shampoo,1,499,0.0,Net Banking,499.0,240,259.0
ORD119689,2025-02-08,CUST10428,Karan Das,Female,30.0,Bhubaneswar,Odisha,East,Clothing,Footwear,Casual Sneakers,4,2199,0.1,Cash,7916.4,4800,3116.4
ORD105328,2025-08-18,CUST10109,Akash Patil,Female,29.0,Aurangabad,Maharashtra,West,Home & Kitchen,Furniture,Office Chair,3,8999,0.05,UPI,25647.15,18300,7347.15
ORD107219,2024-02-27,CUST12946,Yash Deshmukh,Male,23.0,Chennai,Tamil Nadu,South,Home & Kitchen,Furniture,Study Table,1,5999,0.2,UPI,4799.2,3900,899.2
ORD126687,2024-02-29,CUST12649,Aarav Reddy,Male,18.0,Hyderabad,Telangana,South,Clothing,Women,Kurti,1,1499,0.05,Debit Card,1424.05,720,704.05
ORD111162,2024-07-26,CUST14652,Riya Das,Female,21.0,Aurangabad,Maharashtra,West,Home & Kitchen,Kitchen,Mixer Grinder,2,3499,0.0,UPI,6998.0,4400,2598.0
ORD100012,2025-08-14,CUST13297,Neha Nair,Female,21.0,Amravati,Maharashtra,West,Grocery,Staples,Wheat Flour 5kg,1,299,0.15,Debit Card,254.15,220,34.15
ORD106152,2024-11-14,CUST11714,Priya Mishra,Male,41.0,Surat,Gujarat,West,Clothing,Footwear,Casual Sneakers,1,2199,0.15,Debit Card,1869.15,1200,669.15
ORD111663,2024-08-27,CUST13781,Tanvi Patil,Male,38.0,Chennai,Tamil Nadu,South,Beauty,Skincare,Face Wash,5,399,0.1,Wallet,1795.5,900,895.5
ORD102810,2024-04-10,CUST13068,Tanvi Verma,Male,42.0,Nagpur,Maharashtra,West,Home & Kitchen,Furniture,Study Table,3,5999,0.15,UPI,15297.45,11700,3597.45
ORD102689,2024-11-02,CUST14377,Nikhil Iyer,Female,31.0,Aurangabad,Maharashtra,West,Electronics,Laptops,Lenovo IdeaPad Slim,4,58999,0.0,Credit Card,235996.0,182000,53996.0
ORD111161,2024-07-07,CUST12142,Ananya Deshmukh,Male,25.0,Surat,Gujarat,West,Grocery,Staples,Wheat Flour 5kg,3,299,0.15,UPI,762.45,660,102.45
ORD113478,2024-01-27,CUST11731,Nikhil Chavan,Male,35.0,Jaipur,Rajasthan,North,Home & Kitchen,Furniture,Office Chair,4,8999,0.1,Credit Card,32396.4,24400,7996.4
ORD122298,2025-01-21,CUST10605,Isha Pawar,Male,35.0,Bengaluru,Karnataka,South,electronics,Beverages,Green Tea,3,349,0.0,Wallet,1047.0,570,477.0
ORD112616,2024-04-07,CUST14258,Riya Jadhav,Male,33.0,Nagpur,Maharashtra,West,Clothing,Women,Kurti,3,1499,0.0,Credit Card,4497.0,2160,2337.0
ORD109858,2024-04-19,CUST16274,Meera Sharma,Male,18.0,Lucknow,Uttar Pradesh,North,Beauty,Hair Care,Shampoo,2,499,0.0,Cash,998.0,480,518.0
ORD129486,2025-07-12,CUST15689,Varun Nair,Male,18.0,,Odisha,East,Home & Kitchen,Appliances,Ceiling Fan,1,2899,0.0,Debit Card,2899.0,1850,1049.0
ORD112363,2025-06-18,CUST10828,Ananya Gupta,Female,35.0,Pune,Maharashtra,West,Home & Kitchen,Kitchen,Air Fryer,1,6999,0.05,Credit Card,6649.05,4650,1999.05
ORD127363,2024-07-31,CUST15997,Zoya Mehta,Male,40.0,Nagpur,Maharashtra,West,Sports,Fitness,Yoga Mat,1,899,0.0,UPI,899.0,420,479.0
ORD119300,2025-05-19,CUST12770,Meera Pawar,Male,28.0,Bhubaneswar,Odisha,East,Beauty,Hair Care,Shampoo,5,499,0.05,UPI,2370.25,1200,1170.25
ORD129476,2025-02-17,CUST11804,Kavya Reddy,Male,31.0,Nashik,Maharashtra,West,Clothing,Women,Saree,2,2499,0.0,UPI,4998.0,2600,2398.0
ORD101506,2025-12-25,CUST15980,Aarav Reddy,Female,55.0,Patna,Bihar,East,Home & Kitchen,Furniture,Study Table,4,5999,0.0,Debit Card,23996.0,15600,8396.0
ORD104366,2024-07-10,CUST15052,Sahil Deshmukh,Male,23.0,Mysuru,Karnataka,South,Home & Kitchen,Kitchen,Electric Kettle,4,1499,0.0,Cash,5996.0,3400,2596.0
ORD110588,2024-06-14,CUST12039,Aisha Shah,Female,33.0,Bengaluru,Karnataka,South,Electronics,Mobiles,OnePlus Nord CE,1,24999,0.1,UPI,22499.1,17800,4699.1
ORD114392,2025-11-26,CUST14273,Amit Das,Male,18.0,Kolkata,West Bengal,East,Home & Kitchen,Kitchen,Air Fryer,3,6999,0.05,UPI,19947.15,13950,5997.15
ORD102130,2024-11-04,CUST15466,Karan Das,Female,20.0,Mumbai,Maharashtra,West,Grocery,Snacks,Dry Fruits 500g,3,799,0.05,Net Banking,2277.15,1560,717.15
ORD101648,2025-05-12,CUST12334,Karan Gawande,Male,36.0,Chandigarh,Chandigarh,North,Sports,Outdoor,Cricket Bat,2,2999,0.0,Debit Card,5998.0,3400,2598.0
ORD115928,2024-09-13,CUST13333,Vikram Sharma,Male,27.0,Jaipur,Rajasthan,North,Electronics,Mobiles,OnePlus Nord CE,1,24999,0.25,UPI,18749.25,17800,949.25
ORD117114,2024-01-19,CUST15478,Akash Jadhav,Male,32.0,Aurangabad,Maharashtra,West,Home & Kitchen,Furniture,Study Table,1,5999,0.0,UPI,5999.0,3900,2099.0
ORD106766,2024-01-19,CUST12043,Rahul Shah,Female,21.0,Chennai,Tamil Nadu,South,Home & Kitchen,Appliances,LED TV 43 inch,2,32999,0.2,Debit Card,52798.4,51000,1798.4
ORD125881,2024-03-01,CUST14184,Kavya Jadhav,Male,29.0,Nagpur,Maharashtra,West,Electronics,Mobiles,OnePlus Nord CE,3,24999,0.2,UPI,59997.6,53400,6597.6
ORD104144,2025-09-01,CUST10251,Amit Reddy,Male,26.0,Mumbai,Maharashtra,West,Grocery,Beverages,Coffee 500g,1,499,0.1,UPI,449.1,290,159.1
ORD108201,2024-07-11,CUST15492,Sahil Reddy,Male,20.0,Mysuru,Karnataka,South,Beauty,Hair Care,Hair Dryer,1,1899,0.15,Cash,1614.15,1050,564.15
ORD128501,2025-08-24,CUST13813,Simran Mehta,Male,40.0,Chennai,Tamil Nadu,South,Clothing,Women,Kurti,2,1499,0.1,Net Banking,2698.2,1440,1258.2
ORD114830,2025-03-01,CUST15503,Sneha Gawande,Female,28.0,Bhubaneswar,Odisha,East,Clothing,Men,Jeans,1,1999,0.05,UPI,1899.05,1050,849.05
ORD109937,2024-01-16,CUST10064,Akash Nair,Male,25.0,Pune,Maharashtra,West,Sports,Outdoor,Cricket Bat,2,2999,0.1,UPI,5398.2,3400,1998.2
ORD113603,2025-10-22,CUST10455,Neha Patil,Male,25.0,Ahmedabad,Gujarat,West,Grocery,Staples,Wheat Flour 5kg,1,299,0.0,UPI,299.0,220,79.0
ORD128264,2024-08-09,CUST14028,Vikram Reddy,Female,40.0,Bhubaneswar,Odisha,East,Home & Kitchen,Furniture,Study Table,2,5999,0.15,Credit Card,10198.3,7800,2398.3
ORD112597,2025-03-18,CUST13825,Riya Iyer,Female,18.0,Mysuru,Karnataka,South,Clothing,Women,Saree,4,2499,,UPI,8496.6,5200,3296.6
ORD119093,2024-04-28,CUST10139,Priya Nair,Male,32.0,Nagpur,Maharashtra,West,Clothing,Men,Formal Shirt,4,1299,0.0,Wallet,5196.0,2600,2596.0
ORD123242,2024-12-09,CUST10481,Ananya Deshmukh,Male,42.0,Bhubaneswar,Odisha,East,Sports,Outdoor,Cricket Bat,1,2999,0.05,Cash,2849.05,1700,1149.05
ORD114963,2024-06-08,CUST14996,Karan Gupta,Male,18.0,Kochi,Kerala,South,Home & Kitchen,Kitchen,Mixer Grinder,1,3499,0.1,Credit Card,3149.1,2200,949.1
ORD128076,2025-04-10,CUST11447,Neha Chavan,Male,40.0,Mumbai,Maharashtra,West,Grocery,Staples,Wheat Flour 5kg,1,299,0.25,UPI,224.25,220,4.25
